NOPD_Item,Type_,TypeText,MapX,MapY,TimeCreate,TimeDispatch,TimeClosed,Disposition,DispositionText,BLOCK_ADDRESS,Zip
J2364814,98,DRIVING WHILE UNDER INFLUENCE,3668953,535909,10/19/2014 03:32:58,,10/19/2014 05:11:21,NAT,Necessary Action Taken,I-10 W & S Carrollton Ave,70119
J2365014,98,DRIVING WHILE UNDER INFLUENCE,3679958,519463,10/19/2014 03:34:07,,10/19/2014 04:11:32,NAT,Necessary Action Taken,Tchoupitoulas St & Soraparu St (6A02),70130
H2288114,98,DRIVING WHILE UNDER INFLUENCE,3667928,532657,8/18/2014 13:00:29,8/18/2014 13:02:42,8/18/2014 18:10:14,NAT,Necessary Action Taken,Earhart Blvd (2U04) & Pine St,70125
A1946314,98,DRIVING WHILE UNDER INFLUENCE,3672843,535474,1/16/2014 00:19:06,,1/16/2014 02:00:36,NAT,Necessary Action Taken,S Rendon St & Banks St (1L02),
D3677714,98,DRIVING WHILE UNDER INFLUENCE,3709807,553909,4/27/2014 21:55:52,,4/27/2014 22:40:56,NAT,Necessary Action Taken,Chef Menteur Hwy (7H03) & Longfellow Dr,
J2353214,98,DRIVING WHILE UNDER INFLUENCE,3678582,524472,10/19/2014 01:16:21,,10/19/2014 02:34:44,NAT,Necessary Action Taken,Felicity St (6E03) & Saint Charles Ave,70130
D3697914,98,DRIVING WHILE UNDER INFLUENCE,3671948,534924,4/28/2014 02:28:25,4/28/2014 02:28:47,4/28/2014 04:37:28,NAT,Necessary Action Taken,Tulane Ave & S Jefferson Davis Pkwy,
J2346214,98,DRIVING WHILE UNDER INFLUENCE,3676461,518087,10/19/2014 00:06:31,,10/19/2014 00:25:31,NAT,Necessary Action Taken,Pleasant St & Tchoupitoulas St,70115
D3706014,98,DRIVING WHILE UNDER INFLUENCE,3666966,540663,4/28/2014 05:17:44,,4/28/2014 06:10:26,NAT,Necessary Action Taken,I-10 W & Metairie Rd,70118
H2365214,98,DRIVING WHILE UNDER INFLUENCE,3681732,527694,8/19/2014 01:19:38,8/19/2014 01:19:38,8/19/2014 02:17:58,NAT,Necessary Action Taken,Tchoupitoulas St & Julia St,70130
H2367914,98,DRIVING WHILE UNDER INFLUENCE,3666966,540663,8/19/2014 02:07:38,,8/19/2014 03:13:33,NAT,Necessary Action Taken,I-10 W & Metairie Rd,70118
H2377614,98,DRIVING WHILE UNDER INFLUENCE,3668953,535909,8/19/2014 05:23:04,,8/19/2014 06:27:18,NAT,Necessary Action Taken,I10 W & S Carrollton Ave,70119
C0172414,98,DRIVING WHILE UNDER INFLUENCE,3690758,524634,3/2/2014 00:16:22,,3/2/2014 00:17:05,RTF,REPORT TO FOLLOW,US90B W & Gen De Gaulle Exit,70114
A1955714,98,DRIVING WHILE UNDER INFLUENCE,3666908,540682,1/16/2014 02:35:09,,1/16/2014 04:06:42,NAT,Necessary Action Taken,I-10 E & City Park Ave,
A1956114,98,DRIVING WHILE UNDER INFLUENCE,3680678,522366,1/16/2014 02:43:50,,1/16/2014 03:47:17,NAT,Necessary Action Taken,Felicity St & Annunciation St,70130
C0178014,98,DRIVING WHILE UNDER INFLUENCE,3677123,529122,3/2/2014 01:12:41,3/2/2014 01:27:17,3/2/2014 02:19:03,UNF,UNFOUNDED,015XX Dave Dixon Dr,70113
C0178114,98,DRIVING WHILE UNDER INFLUENCE,3677123,529122,3/2/2014 01:12:59,3/2/2014 01:12:59,3/2/2014 03:06:45,NAT,Necessary Action Taken,015XX Dave Dixon Dr,70113
C0183714,98,DRIVING WHILE UNDER INFLUENCE,3689636,535006,3/2/2014 02:00:16,,3/2/2014 02:50:15,NAT,Necessary Action Taken,Burgundy St & Piety St,70117
H2496214,98,DRIVING WHILE UNDER INFLUENCE,3677603,518510,8/20/2014 00:40:41,8/20/2014 00:40:41,8/20/2014 01:58:41,NAT,Necessary Action Taken,Tchoupitoulas St & 7th St,70115
H2498114,98,DRIVING WHILE UNDER INFLUENCE,3682589,535587,8/20/2014 01:13:28,8/20/2014 01:13:48,8/20/2014 03:04:23,NAT,Necessary Action Taken,Esplanade Ave (1A01) & Henriette Delille St,70116
C0188514,98,DRIVING WHILE UNDER INFLUENCE,3664945,527679,3/2/2014 02:42:47,,3/2/2014 04:47:11,NAT,Necessary Action Taken,Broadway St & Birch St (2L04),70118
H2503114,98,DRIVING WHILE UNDER INFLUENCE,3679513,522587,8/20/2014 02:28:16,8/20/2014 02:28:16,8/20/2014 03:33:37,NAT,Necessary Action Taken,St Andrew St & Magazine St,70130
H2505814,98,DRIVING WHILE UNDER INFLUENCE,3672759,520507,8/20/2014 03:11:37,8/20/2014 03:11:37,8/20/2014 04:30:24,NAT,Necessary Action Taken,General Taylor St & Prytania St,70115
H2506414,98,DRIVING WHILE UNDER INFLUENCE,3669098,539818,8/20/2014 03:21:52,8/20/2014 03:21:52,8/20/2014 05:31:32,NAT,Necessary Action Taken,S St Patrick St & Canal St,70119
C0193514,98,DRIVING WHILE UNDER INFLUENCE,3679589,531361,3/2/2014 03:28:20,,3/2/2014 05:38:29,NAT,Necessary Action Taken,Elk Pl & Cleveland Ave (8I02),70112
C0198814,98,DRIVING WHILE UNDER INFLUENCE,3668795,525959,3/2/2014 04:27:10,,3/2/2014 05:43:33,NAT,Necessary Action Taken,S Claiborne Ave (2N03) & Robert St,70125
L2065514,98,DRIVING WHILE UNDER INFLUENCE,3683377,555692,12/18/2014 03:00:59,12/18/2014 03:00:59,12/18/2014 04:11:21,NAT,Necessary Action Taken,Robert E Lee Blvd & Elysian Fields Ave (3R01),70122
B0013114,98,DRIVING WHILE UNDER INFLUENCE,3678585,524474,2/1/2014 02:46:56,,2/1/2014 03:48:37,NAT,Necessary Action Taken,018XX Saint Charles Ave,70130
B0016514,98,DRIVING WHILE UNDER INFLUENCE,3673593,530509,2/1/2014 03:44:11,2/1/2014 03:44:11,2/1/2014 05:24:34,NAT,Necessary Action Taken,036XX Earhart Blvd,70125
A1964014,98,DRIVING WHILE UNDER INFLUENCE,3670556,523016,1/16/2014 05:16:22,,1/16/2014 06:14:02,NAT,Necessary Action Taken,022XX Napoleon Ave,70115
D3837314,98,DRIVING WHILE UNDER INFLUENCE,3686371,525501,4/29/2014 03:55:44,4/29/2014 03:55:44,4/29/2014 03:56:12,RTF,REPORT TO FOLLOW,US90 E,
L3479414,98,DRIVING WHILE UNDER INFLUENCE,3667862,541068,12/31/2014 02:58:46,12/31/2014 02:58:46,12/31/2014 05:05:07,NAT,Necessary Action Taken,Canal Blvd (3E01) & City Park Ave,70124
H2633714,98,DRIVING WHILE UNDER INFLUENCE,3676168,518024,8/21/2014 01:09:11,8/21/2014 01:09:11,8/21/2014 02:16:14,NAT,Necessary Action Taken,Tchoupitoulas St & Toledano St,70115
H2636514,98,DRIVING WHILE UNDER INFLUENCE,3684747,533513,8/21/2014 01:52:58,8/21/2014 01:52:58,8/21/2014 03:53:20,NAT,Necessary Action Taken,N Peters St & Barracks St,70116
H2637014,98,DRIVING WHILE UNDER INFLUENCE,3671450,518831,8/21/2014 01:56:41,8/21/2014 01:56:41,8/21/2014 02:53:08,NAT,Necessary Action Taken,Magazine St & Gen Pershing St,70115
H2642814,98,DRIVING WHILE UNDER INFLUENCE,3674243,521515,8/21/2014 03:38:00,8/21/2014 03:38:00,8/21/2014 04:33:21,NAT,Necessary Action Taken,St Charles Ave & Louisiana Ave (6D01),70115
H2646814,98,DRIVING WHILE UNDER INFLUENCE,3673013,536751,8/21/2014 04:53:14,8/21/2014 04:53:14,8/21/2014 05:52:20,NAT,Necessary Action Taken,034XX Canal St,70119
B0024614,98,DRIVING WHILE UNDER INFLUENCE,3671101,533904,2/1/2014 06:19:17,,2/1/2014 06:21:22,NAT,Necessary Action Taken,I-10 E & Jeff Davis Overpass,70125
J2247714,98,DRIVING WHILE UNDER INFLUENCE,3668953,535909,10/18/2014 04:52:28,,10/18/2014 06:33:28,NAT,Necessary Action Taken,I-10 W & S Carrollton Ave,70119
E4003714,98,DRIVING WHILE UNDER INFLUENCE,3666954,540696,5/30/2014 00:17:11,5/30/2014 00:17:11,5/30/2014 01:47:39,NAT,Necessary Action Taken,I-10 W & City Park Ave,70124
E3497414,98,DRIVING WHILE UNDER INFLUENCE,3669301,536278,5/26/2014 05:19:18,5/26/2014 05:19:18,5/26/2014 06:27:42,NAT,Necessary Action Taken,Tulane Ave & S Carrollton Ave (1K02),70119
J2241714,98,DRIVING WHILE UNDER INFLUENCE,3666766,521843,10/18/2014 03:10:39,,10/18/2014 04:08:30,NAT,Necessary Action Taken,Saint Charles Ave & Joseph St (2F02),70115
H2766814,98,DRIVING WHILE UNDER INFLUENCE,3681226,526817,8/22/2014 01:33:38,,8/22/2014 02:33:00,NAT,Necessary Action Taken,Constance St & Andrew Higgins Dr,70130
H2769614,98,DRIVING WHILE UNDER INFLUENCE,3681883,531587,8/22/2014 02:07:35,,8/22/2014 04:01:15,NAT,Necessary Action Taken,Royal St & Conti St,70130
H2779414,98,DRIVING WHILE UNDER INFLUENCE,3668190,544586,8/22/2014 04:46:04,,8/22/2014 06:04:38,NAT,Necessary Action Taken,Canal Blvd & Homedale Ave,
E3483614,98,DRIVING WHILE UNDER INFLUENCE,3675711,537731,5/26/2014 01:52:39,5/26/2014 01:52:39,5/26/2014 02:47:59,NAT,Necessary Action Taken,030XX Orleans Ave,70119
H2884914,98,DRIVING WHILE UNDER INFLUENCE,3666159,543920,8/22/2014 21:24:14,,8/22/2014 22:32:44,NAT,Necessary Action Taken,I-10 W & West End Blvd Exit,70124
E1666314,98,DRIVING WHILE UNDER INFLUENCE,3675904,520519,5/13/2014 02:05:58,5/13/2014 02:05:58,5/13/2014 02:56:03,NAT,Necessary Action Taken,Camp St & 8th St,70115
H2905214,98,DRIVING WHILE UNDER INFLUENCE,3670438,517384,8/23/2014 00:57:39,,8/23/2014 02:15:45,NAT,Necessary Action Taken,Cadiz St & Tchoupitoulas St,70115
H2917014,98,DRIVING WHILE UNDER INFLUENCE,3681854,521169,8/23/2014 03:01:20,,8/23/2014 04:02:34,NAT,Necessary Action Taken,Tchoupitoulas St & Felicity St,70130
H2922314,98,DRIVING WHILE UNDER INFLUENCE,3681854,521169,8/23/2014 04:20:41,,8/23/2014 05:53:15,NAT,Necessary Action Taken,Felicity St & Tchoupitoulas St,70130
H3038814,98,DRIVING WHILE UNDER INFLUENCE,3671752,537802,8/24/2014 01:36:45,,8/24/2014 03:03:33,NAT,Necessary Action Taken,Canal St (1L04) & S Scott St,70119
H3042614,98,DRIVING WHILE UNDER INFLUENCE,3681942,521520,8/24/2014 02:20:59,8/24/2014 02:20:59,8/24/2014 03:24:41,NAT,Necessary Action Taken,Tchoupitoulas St & Celeste St,70130
H3044814,98,DRIVING WHILE UNDER INFLUENCE,3671766,518794,8/24/2014 02:41:37,8/24/2014 02:41:37,8/24/2014 03:56:23,NAT,Necessary Action Taken,042XX Magazine St,70115
H3045814,98,DRIVING WHILE UNDER INFLUENCE,3663786,519577,8/24/2014 02:53:07,,8/24/2014 05:20:20,NAT,Necessary Action Taken,Henry Clay Ave & Magazine St,70118
C0338214,98,DRIVING WHILE UNDER INFLUENCE,3678352,532778,3/3/2014 00:52:46,,3/3/2014 03:14:03,NAT,Necessary Action Taken,I-10 W & Canal St (1H01),70112
K2666314,98,DRIVING WHILE UNDER INFLUENCE,3668113,535072,11/22/2014 03:55:54,11/22/2014 03:56:07,11/22/2014 05:32:48,NAT,Necessary Action Taken,S Carrollton Ave (2T05) & Washington Ave,70118
H3143714,98,DRIVING WHILE UNDER INFLUENCE,3692972,536195,8/25/2014 00:10:40,8/25/2014 00:11:51,8/25/2014 03:09:08,NAT,Necessary Action Taken,Lesseps St & N Villere St,70117
H3154314,98,DRIVING WHILE UNDER INFLUENCE,3705966,552972,8/25/2014 03:21:53,8/25/2014 03:21:53,8/25/2014 04:43:24,RTF,REPORT TO FOLLOW,083XX Chef Menteur Hwy,70126
J2104714,98,DRIVING WHILE UNDER INFLUENCE,3691605,548833,10/17/2014 03:13:52,,10/17/2014 05:16:20,NAT,Necessary Action Taken,I-10 E (3U01) & Louisa St,70126
C0349914,98,DRIVING WHILE UNDER INFLUENCE,3666908,540682,3/3/2014 02:47:47,3/3/2014 02:47:47,3/3/2014 02:48:15,NAT,Necessary Action Taken,I10 E & City Park Ave,70124
E0012914,98,DRIVING WHILE UNDER INFLUENCE,3668111,535070,5/1/2014 03:44:08,5/1/2014 03:44:08,5/1/2014 06:15:04,NAT,Necessary Action Taken,S Carrollton Ave (2T05) & Washington Ave,70118
J2096814,98,DRIVING WHILE UNDER INFLUENCE,3681670,526712,10/17/2014 01:05:09,,10/17/2014 03:49:48,NAT,Necessary Action Taken,Andrew Higgins Dr & Tchoupitoulas St,70130
L0258614,98,DRIVING WHILE UNDER INFLUENCE,3672008,520436,12/3/2014 02:52:02,12/3/2014 02:52:02,12/3/2014 14:14:27,NAT,Necessary Action Taken,Prytania St & Marengo St,70115
B0108014,98,DRIVING WHILE UNDER INFLUENCE,3672739,540162,2/1/2014 22:03:36,2/1/2014 22:05:12,2/1/2014 23:47:34,NAT,Necessary Action Taken,N Carrollton Ave (3H02) & Orleans Ave,70119
H3284614,98,DRIVING WHILE UNDER INFLUENCE,3677049,520824,8/26/2014 03:15:56,8/26/2014 03:15:56,8/26/2014 04:19:05,NAT,Necessary Action Taken,Magazine St & Washington Ave,70130
L0261314,98,DRIVING WHILE UNDER INFLUENCE,3680021,531618,12/3/2014 03:59:32,,12/3/2014 05:56:24,NAT,Necessary Action Taken,Canal St (1E02) & N Rampart St,70112
L0263414,98,DRIVING WHILE UNDER INFLUENCE,3670610,537708,12/3/2014 04:34:22,12/3/2014 04:34:22,12/3/2014 05:44:05,NAT,Necessary Action Taken,S Carrollton Ave (1L04) & Palmyra St,70119
H3420114,98,DRIVING WHILE UNDER INFLUENCE,3686655,552225,8/27/2014 00:33:15,8/27/2014 00:53:17,8/27/2014 01:59:27,NAT,Necessary Action Taken,Franklin Ave & Dreux Ave (3T02),
H3423114,98,DRIVING WHILE UNDER INFLUENCE,3679874,531733,8/27/2014 01:14:32,,8/27/2014 01:14:41,NAT,Necessary Action Taken,Basin St (1E02) & Canal St,70112
H3423714,98,DRIVING WHILE UNDER INFLUENCE,3684322,533441,8/27/2014 01:28:30,8/27/2014 01:28:30,8/27/2014 02:26:11,NAT,Necessary Action Taken,012XX Decatur St,70116
H3429614,98,DRIVING WHILE UNDER INFLUENCE,3675355,518969,8/27/2014 02:48:50,8/27/2014 02:48:50,8/27/2014 04:10:56,NAT,Necessary Action Taken,Laurel St (6A03) & Louisiana Ave,70115
H3435714,98,DRIVING WHILE UNDER INFLUENCE,3680643,531143,8/27/2014 04:22:35,,8/27/2014 06:03:28,NAT,Necessary Action Taken,Canal St & Baronne St (8D01),
C0416014,98,DRIVING WHILE UNDER INFLUENCE,3680065,531586,3/3/2014 14:21:23,3/3/2014 14:27:36,3/3/2014 15:57:38,NAT,Necessary Action Taken,Canal St (8D01) & S Rampart St,70112
E0160414,98,DRIVING WHILE UNDER INFLUENCE,3680136,534454,5/2/2014 05:12:09,,5/2/2014 06:24:31,RTF,REPORT TO FOLLOW,Basin St (1E03) & N Robertson St,70116
J3887714,98,DRIVING WHILE UNDER INFLUENCE,3668298,517214,10/31/2014 01:22:46,10/31/2014 01:22:46,10/31/2014 02:58:51,NAT,Necessary Action Taken,Tchoupitoulas St & Soniat St,70115
E3374414,98,DRIVING WHILE UNDER INFLUENCE,3676489,536451,5/25/2014 03:07:39,5/25/2014 03:07:39,5/25/2014 03:45:05,NAT,Necessary Action Taken,006XX N Broad St,70119
E3370614,98,DRIVING WHILE UNDER INFLUENCE,3680211,526416,5/25/2014 02:18:39,5/25/2014 02:18:47,5/25/2014 02:23:35,RTF,REPORT TO FOLLOW,Tchoupitoulas Exit & Business 90 W,70130
H3563114,98,DRIVING WHILE UNDER INFLUENCE,3671235,520820,8/28/2014 01:25:57,,8/28/2014 02:20:24,NAT,Necessary Action Taken,043XX Saint Charles Ave,70115
H3564514,98,DRIVING WHILE UNDER INFLUENCE,3672446,523942,8/28/2014 01:43:18,,8/28/2014 03:20:09,NAT,Necessary Action Taken,La Salle St & Amelia St,70115
H3567714,98,DRIVING WHILE UNDER INFLUENCE,3682431,525231,8/28/2014 02:17:29,,8/28/2014 03:48:53,NAT,Necessary Action Taken,S Peters St & Calliope St (6C01),
H3570114,98,DRIVING WHILE UNDER INFLUENCE,3682265,552107,8/28/2014 03:05:35,,8/28/2014 04:54:32,NAT,Necessary Action Taken,Saint Anthony Ave & Filmore Ave (3Q02),
A0029514,98,DRIVING WHILE UNDER INFLUENCE,3682031,532378,1/1/2014 02:46:00,,1/1/2014 04:24:19,NAT,Necessary Action Taken,Bourbon St & Toulouse St,70112
H3575914,98,DRIVING WHILE UNDER INFLUENCE,3677679,524236,8/28/2014 04:23:46,,8/28/2014 05:11:58,NAT,Necessary Action Taken,Carondelet St (6G01) & Josephine St,70130
H3578114,98,DRIVING WHILE UNDER INFLUENCE,3666159,543920,8/28/2014 04:42:52,,8/28/2014 05:12:13,NAT,Necessary Action Taken,I-10 W & West End Blvd Exit,70124
L1943814,98,DRIVING WHILE UNDER INFLUENCE,3690264,522598,12/17/2014 03:45:54,,12/17/2014 03:46:19,NAT,Necessary Action Taken,General De Gaulle Dr & Wagner St,70114
B0147014,98,DRIVING WHILE UNDER INFLUENCE,3704732,558803,2/2/2014 08:08:54,2/2/2014 08:19:05,2/2/2014 11:05:45,NAT,Necessary Action Taken,I-10 E & Crowder Blvd (7Q03),70127
E3362014,98,DRIVING WHILE UNDER INFLUENCE,3666159,543920,5/25/2014 00:35:27,5/25/2014 00:35:27,5/25/2014 01:18:07,NAT,Necessary Action Taken,I10 W & Florida Blvd Exit,70124
J3884514,98,DRIVING WHILE UNDER INFLUENCE,3666459,520461,10/31/2014 00:41:55,10/31/2014 00:43:05,10/31/2014 04:40:38,NAT,Necessary Action Taken,Joseph St (2F01) & Prytania St,
H3664014,98,DRIVING WHILE UNDER INFLUENCE,3681673,520761,8/28/2014 18:29:46,,8/28/2014 20:47:47,DUP,DUPLICATE,018XX Tchoupitoulas St,70130
H3697014,98,DRIVING WHILE UNDER INFLUENCE,3678265,530150,8/29/2014 00:11:04,,8/29/2014 00:11:29,NAT,Necessary Action Taken,Poydras St & Lasalle St,70112
H3698914,98,DRIVING WHILE UNDER INFLUENCE,3678974,519041,8/29/2014 00:30:46,8/29/2014 00:30:46,8/29/2014 01:32:12,NAT,Necessary Action Taken,Tchoupitoulas St & 3rd St,70130
H3702614,98,DRIVING WHILE UNDER INFLUENCE,3673696,517682,8/29/2014 01:21:07,8/29/2014 01:21:07,8/29/2014 02:21:13,NAT,Necessary Action Taken,038XX Tchoupitoulas St,70115
H3703814,98,DRIVING WHILE UNDER INFLUENCE,3678088,532492,8/29/2014 01:40:58,8/29/2014 01:40:58,8/29/2014 02:54:57,NAT,Necessary Action Taken,Cleveland Ave & S Claiborne Ave (1H01),70112
H3704414,98,DRIVING WHILE UNDER INFLUENCE,3671135,517415,8/29/2014 01:48:12,8/29/2014 01:48:12,8/29/2014 02:14:26,NAT,Necessary Action Taken,044XX Tchoupitoulas St,70115
